"Partija","Kandidatas1","Kandidatas2","Koreliacija"
"Lietuvos socialdemokratų partija","Genovaitė EŽERSKIENĖ","Zigmantas BALČYTIS",0.439238117380751
"Lietuvos valstiečių ir žaliųjų sąjunga","Povilas ŽAGUNIS","Remigijus VILYS",0.439137379400609
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Rytas KAMINSKAS","Zita ORENTIENĖ",0.438514717715242
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Andrius KUBILIUS","Irena DEGUTIENĖ",0.437821983901045
"Lietuvos lenkų rinkimų akcija","Sergej BONDAR","Tamara LOCHANKINA",0.43714721677518
"Darbo partija","Sergej URSUL","Vytautas GRICIUS",0.436851903951595
"Lietuvos valstiečių ir žaliųjų sąjunga","Juozas SAUSPREŠKIS","Virgilijus POZINGIS",0.43176696215534
"Lietuvos lenkų rinkimų akcija","Tatjana LAPICKAJA","Žaneta JANKOVSKA",0.429180777016926
"Partija Tvarka ir teisingumas","Birutė KAVOLIENĖ","Vytautas GALVONAS",0.428723311470633
"Darbo partija","Arvydas SABOCKIS","Valdas SKARBALIUS",0.42867268402058
"Lietuvos valstiečių ir žaliųjų sąjunga","Dalius ČAPAITIS","Jonas POVILAITIS",0.427555270941891
"Lietuvos lenkų rinkimų akcija","Alicija PESLIAK","Edmund ŠOT",0.427535619906922
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Povilas KARVELIS","Rasa KONTAUTIENĖ",0.426534300225915
"Lietuvos valstiečių ir žaliųjų sąjunga","Odeta KRASAUSKIENĖ","Teresė JANKAUSKIENĖ",0.425137030478211
"Demokratinė darbo ir vienybės partija","Lina AMBRAŠKIENĖ","Virginija LABANAUSKIENĖ",0.423562950748588
"Darbo partija","Alina GOREVAJA","Vilija FILIPOVIČIENĖ",0.423317095713503
"Lietuvos lenkų rinkimų akcija","Galina ZACIŠKO","Viktor MARCINKEVIČ",0.423143011044283
"Politinė partija „Sąjunga Taip“","Antanas NAUJOKAS","Audronė MALŪKIENĖ",0.423089790984214
"Lietuvos lenkų rinkimų akcija","Algis MORTŪNAS","Edmund ŠOT",0.422478087080797
"Politinė partija „Sąjunga Taip“","Mindaugas MIZGAITIS","Zenobija ŽEPNICKIENĖ",0.422106576653908
"Darbo partija","Paulius KALINA","Viktoras FIODOROVAS",0.421109210682235
"Politinė partija „Sąjunga Taip“","Darius GIMŽAUSKAS","Stasys ŽIRGULIS",0.421088005191714
"Lietuvos socialdemokratų partija","Justas PANKAUSKAS","Kristina MIŠKINIENĖ",0.420605756543141
"Darbo partija","Algimanta PABEDINSKIENĖ","Antanas MARČIULIONIS",0.420145162195931
"Liberalų ir centro sąjunga","Iveta SKURVYDIENĖ","Linas JANUŠONIS",0.419632466019684
"Politinė partija „Sąjunga Taip“","Asta LUKOŠIŪNIENĖ","Edmundas BERNOTAS",0.419095392908642
"Partija Tvarka ir teisingumas","Remigijus ŽEMAITAITIS","Vytautas JUCIUS",0.419081810201662
"Darbo partija","Gintaras TAMOŠIŪNAS","Valdas SKARBALIUS",0.419071242927522
"Darbo partija","Antanas MAKAREVIČIUS","Aušra DEGUTYTĖ",0.418559249691187
"Demokratinė darbo ir vienybės partija","Diana ASTRAUSKIENĖ","Laima SAKALIENĖ",0.418408103862766
"Lietuvos valstiečių ir žaliųjų sąjunga","Julija JUŠKIENĖ","Valius ĄŽUOLAS",0.417483978799821
"Partija Tvarka ir teisingumas","Edita RUDIENĖ","Tomas ARMONAVIČIUS",0.417146250910639
"Lietuvos Respublikos liberalų sąjūdis","Alfonsas KLIMAS","Gerardas Aidigintas JURKONIS",0.416787073851107
"Lietuvos lenkų rinkimų akcija","Algis MORTŪNAS","Alicija PESLIAK",0.415675811842394
"Darbo partija","Manfredas ŽYMANTAS","Rimvydas PODOLSKIS",0.415489038757864
"„Drąsos kelias“ politinė partija","Virgilijus Petras MATULA","Vytautas PEČIŪRA",0.415431357848191
"Respublikonų partija","Arvydas RAKAUSKAS","Linas IMBRAZAS",0.41491258182769
"Lietuvos lenkų rinkimų akcija","Regina ŠIMULEVIČ","Tadeušas PAVLOVSKIS",0.414858596460614
"Lietuvos valstiečių ir žaliųjų sąjunga","Audrys ŠIMAS","Vaidotas BUTKEVIČIUS",0.414198049430164
"Lietuvos lenkų rinkimų akcija","Stanislav KAZARIN","Zdzislav PALEVIČ",0.413350097533784
"Lietuvos lenkų rinkimų akcija","Julita MEŠKUTAVIČIŪTĖ","Kristina MIKOLAJŪNIENĖ",0.413236936876901
"Demokratinė darbo ir vienybės partija","Rasa KISELIOVA","Vitalijus BERGAUDAS",0.413212390796336
"Lietuvos lenkų rinkimų akcija","Alina KOVALEVSKAJA","Tadeušas PAVLOVSKIS",0.412741516379484
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Dobilas KURTINAITIS","Pranas JACIUNSKAS",0.412270569019386
"Politinė partija „Sąjunga Taip“","Aleksandras Vytautas JAKELEVIČIUS","Nijolė DIRSIENĖ",0.411604930779271
"Lietuvos Respublikos liberalų sąjūdis","Linas KAUKĖNAS","Simona JUCIENĖ",0.411562840442031
"Lietuvos lenkų rinkimų akcija","Ana INGELEVIČ","Regina ŠIMULEVIČ",0.411210290360374
"Partija Tvarka ir teisingumas","Aldona Ona RADČENKO","Remigijus AČAS",0.409811301576314
"Lietuvos lenkų rinkimų akcija","Albinas DIMSKAS","Julita MEŠKUTAVIČIŪTĖ",0.408285977005802
"Lietuvos valstiečių ir žaliųjų sąjunga","Bronislovas LIUTKUS","Vaidas ZAKARAUSKAS",0.408014231906311
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Albinas STANKUS","Nerijus STASIULIS",0.407612350368228
"Lietuvos socialdemokratų partija","Bronislovas STASIULIS","Rima ŠIRVINSKIENĖ",0.406945076185665
"Darbo partija","Birutė BOREIKINA","Ivanas ROMANOVAS",0.406853879803137
"Lietuvos Respublikos liberalų sąjūdis","Linas KAUKĖNAS","Regina ROZENBLAT",0.406740821995614
"Politinė partija „Sąjunga Taip“","Jevgenij GAGARIN","Jevgenij GALIAUTDINOV",0.406719298335578
"Liberalų ir centro sąjunga","Iveta SKURVYDIENĖ","Vidas BIČKUS",0.406209395497341
"Liberalų ir centro sąjunga","Irena RIČKUVIENĖ","Iveta SKURVYDIENĖ",0.405629237309632
"Partija Tvarka ir teisingumas","Loreta JAKINEVIČIENĖ","Vytautas KAMBLEVIČIUS",0.405188100706514
"Lietuvos lenkų rinkimų akcija","Božena KLIMENIUK","Renata SOBIESKA",0.403981985845868
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Kęstutis DAINIUS","Laimutė STEPONAVIČIENĖ",0.402883038974752
"Darbo partija","Algimanta PABEDINSKIENĖ","Arūnas LUKOŠEVIČIUS",0.402549266321592
"Lietuvos Respublikos liberalų sąjūdis","Kęstutis SLAVINSKAS","Skirmantė GRICIŪNIENĖ",0.402135751572752
"Partija Tvarka ir teisingumas","Kęstas KOMSKIS","Vaidas PAVILONIS",0.401662622413489
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Algimantas VAITKUS","Vidmantas ŽILIUS",0.401617613757604
"Demokratinė darbo ir vienybės partija","Rymantas JURGELAITIS","Svetlana MARTINKO",0.401195133657759
"Lietuvos socialdemokratų partija","Almantas ŠTREIMIKIS","Kristina MIŠKINIENĖ",0.399946621211972
"Demokratinė darbo ir vienybės partija","Viačeslav GVOZDAS","Virginija LABANAUSKIENĖ",0.399796508318597
"Partija Tvarka ir teisingumas","Silverijus STATKUS","Vaidas PAVILONIS",0.398761116794106
"Demokratinė darbo ir vienybės partija","Gediminas PELĖDŽIUS","Laima SAKALIENĖ",0.398299565170972
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Liudvikas SABUTIS","Povilas KARVELIS",0.397810972927922
"Partija Tvarka ir teisingumas","Alvydas MALINAUSKAS","Raimonda KAROSAITĖ",0.397464012264588
"Respublikonų partija","Kęstutis NORVILAS","Tomas MERKYS",0.397279176512373
"Lietuvos lenkų rinkimų akcija","Henrich KASPEROVIČ","Regina ABLOM",0.397202504798102
"Demokratinė darbo ir vienybės partija","Aldona ZAUKIENĖ","Regina MIKALAUSKIENĖ",0.396979071353358
"Liberalų ir centro sąjunga","Jonas Edvardas JUODIS","Sigitas ARBAČIAUSKAS",0.396894069370741
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Birutė BUDRECKIENĖ","Pranas NOREIKA",0.396372345420734
"Lietuvos lenkų rinkimų akcija","Edmund ŠOT","Honorata ŠAPELIENĖ",0.395801657141174
"Lietuvos valstiečių ir žaliųjų sąjunga","Aringas PAČEŠIŪNAS","Nijolė ŠATIENĖ",0.395561239636271
"Krikščionių partija","Ernesta RANUSIENĖ","Rita ŠEIGIENĖ",0.394273598841125
"Darbo partija","Algimanta PABEDINSKIENĖ","Metas RAŽINSKAS",0.394141907088762
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Algirdas KLIMAITIS","Vilhelm HAASE",0.393785370344108
"Lietuvos Respublikos liberalų sąjūdis","Algis MAČIULIS","Darius KRIŠTAPONIS",0.3934370653612
"Lietuvos socialdemokratų partija","Lilija PETRAITIENĖ","Sigitas DOBILINSKAS",0.392968593845573
"Partija „Jaunoji Lietuva“","Raimundas KAMINSKAS","Raimundas MILADAUSKAS",0.392910272457252
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Edvardas KUVIKAS","Liudas VEDECKIS",0.392803233011806
"Darbo partija","Birutė BOREIKINA","Valentina KOZLOVSKAJA",0.392555781834292
"Demokratinė darbo ir vienybės partija","Aelita PAULAUSKIENĖ","Daiva AUGUSTINIENĖ",0.392278708724603
"Lietuvos Respublikos liberalų sąjūdis","Alfonsas KLIMAS","Gytis GRIGONIS",0.390661164455043
"Lietuvos Respublikos liberalų sąjūdis","Albinas KUNCEVIČIUS","Audrius MASILIONIS",0.389303093580312
"Lietuvos socialdemokratų partija","Algirdas MEŠKAUSKAS","Alma MONKAUSKAITĖ",0.388899927456493
"Lietuvos Respublikos liberalų sąjūdis","Irena TURKEVIČIENĖ","Vidmantas MARTIKONIS",0.388880710350951
"Lietuvos Respublikos liberalų sąjūdis","Adelė MAJAUSKIENĖ","Albinas KUNCEVIČIUS",0.38887022391397
"Darbo partija","Valdas SKARBALIUS","Žilvinas PUTRAMENTAS",0.388790740869048
"Darbo partija","Juozas GIRČYS","Raimundas PALIUKAS",0.388603677220567
"Lietuvos lenkų rinkimų akcija","Alina RIZGELIENĖ","Zinaida MUCHARSKAJA",0.38782587755302
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Julija JUŠKIENĖ",0.38709909414517
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Edgaras PILYPAITIS","Vilhelm HAASE",0.386967746544487
"Lietuvos valstiečių ir žaliųjų sąjunga","Petras NEVULIS","Povilas ŽAGUNIS",0.386930031546523
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Albinas STANKUS","Mindaugas KRENCIUS",0.386481226192481
"Lietuvos lenkų rinkimų akcija","Galina ZACIŠKO","Honorata ČAIKAUSKIENĖ",0.38638901289054
"Respublikonų partija","Paulius ZABIELSKAS","Rytis ZABIELSKAS",0.386317338391698
"Socialistinis liaudies Frontas","Algirdas JANYŠIUS","Michailas BUGAKOVAS",0.386073984506151
"Lietuvos lenkų rinkimų akcija","Tamara LOCHANKINA","Viačeslav KARMANOV",0.386003181588073
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Alvydas KIMTYS","Birutė BUDRECKIENĖ",0.385159289297641
"Lietuvos lenkų rinkimų akcija","Andžej DYNDA","Edmund ŠOT",0.385111975031764
"Lietuvos lenkų rinkimų akcija","Gžegož SAKSON","Valdemar ŠELKOVSKI",0.385047394053034
"Darbo partija","Darius JANKŪNAS","Vaidas RATKEVIČIUS",0.384096777017217
"Partija Tvarka ir teisingumas","Inga KAROSEVIČIŪTĖ","Vygantas JAKŠTAS",0.383061771227533
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Aušra MIELEIKIENĖ","Judita DARGEVIČIENĖ",0.382993595627422
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Bernardas ŠATKOVSKIS","Bronislava DAUNORIENĖ",0.382055712802419
"Darbo partija","Paulius KALINA","Virginija BALTRAITIENĖ (V)",0.381648333252429
"Lietuvos lenkų rinkimų akcija","Algis MORTŪNAS","Honorata ŠAPELIENĖ",0.381605350116633
"Lietuvos lenkų rinkimų akcija","Aleksandr FIODOROV","Sergej ŠABODALOV",0.381541683396575
"Liberalų ir centro sąjunga","Arūnas STAŠAITIS","Gražvydas GULBINSKAS",0.381213776125872
"Lietuvos lenkų rinkimų akcija","Francišek ŽEROMSKIJ","Teresa SOLOVJOVA",0.381165733035743
"Lietuvos socialdemokratų partija","Artūras SKARDŽIUS","Zigmantas BALČYTIS",0.380891495582668
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Rimantas MATULIS","Vladas TURČINAVIČIUS",0.37954105468918
"Politinė partija „Sąjunga Taip“","Inga LEBEDNYKIENĖ","Rita GLAZER",0.3793281999257
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Valius ĄŽUOLAS",0.378707189387162
"Lietuvos lenkų rinkimų akcija","Michail ČAIKOVSKIJ","Povilas ŠUMINAS",0.378120921489666
"Lietuvos lenkų rinkimų akcija","Jaroslav URBANOVIČ","Marijan BUINICKAS",0.378118671736003
"Demokratinė darbo ir vienybės partija","Diana ASTRAUSKIENĖ","Ingrida VAICIKEVIČIENĖ",0.377994610903813
"Darbo partija","Jolanta GAUDUTIENĖ","Sergej URSUL",0.377414252627093
"Lietuvos Respublikos liberalų sąjūdis","Almantas SKRUIBYS","Jonas KUKUKAS",0.376840664298309
"Lietuvos lenkų rinkimų akcija","Albinas DIMSKAS","Tadeuš LAVRYNOVIČ",0.375824058572227
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Gintautas RADŽIUKYNAS","Pranas JACIUNSKAS",0.374566889277073
"Lietuvos valstiečių ir žaliųjų sąjunga","Gema UMBRASIENĖ","Rolandas RUTĖ",0.374436475439725
"Lietuvos valstiečių ir žaliųjų sąjunga","Julija JUŠKIENĖ","Pranciškus ZARAMBA",0.374321405517879
"Lietuvos lenkų rinkimų akcija","Alina RIZGELIENĖ","Valerijan JUSIONIS",0.373779235735913
"Darbo partija","Tomas STASKEVIČIUS","Virginijus VARANAVIČIUS",0.373374570834748
"Liberalų ir centro sąjunga","Andrius BŪDA","Valdas MARČIULIONIS",0.372943233355312
"Lietuvos lenkų rinkimų akcija","Algis MORTŪNAS","Andžej DYNDA",0.372902693069342
"Lietuvos lenkų rinkimų akcija","Marija KLIMAŠEVSKA","Vladislava KURSEVIČIENĖ",0.37218080357663
"Lietuvos lenkų rinkimų akcija","Alicija PESLIAK","Margarita SLAUTO",0.371852341690867
"Partija Tvarka ir teisingumas","Svetlana BABUJEVA","Viktoras KAZAKEVIČIUS",0.371796941541568
"Demokratinė darbo ir vienybės partija","Julija ILJINA","Laimutė DUDONIENĖ",0.371244275476926
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Jonas KANAVOLAS",0.369606455339473
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Dainius BARDAUSKAS","Jonas ŠIMĖNAS",0.368160748715877
"Lietuvos lenkų rinkimų akcija","Alina RIZGELIENĖ","Danuta ŠPILEVSKAJA",0.367766977626764
"Lietuvos valstiečių ir žaliųjų sąjunga","Daiva RIBIKAUSKIENĖ","Vidas KANIŠAUSKAS",0.367733446936455
"Partija Tvarka ir teisingumas","Algimantas DUMBRAVA","Svetlana BABUJEVA",0.367497345418913
"Lietuvos lenkų rinkimų akcija","Beata PAŠKOVSKA","Honorata ČAIKAUSKIENĖ",0.367439029306544
"Lietuvos valstiečių ir žaliųjų sąjunga","Albinas MORKŪNAS","Rima BAŠKIENĖ",0.367090907869107
"Darbo partija","Jolanta GAUDUTIENĖ","Jonas PINSKUS",0.36677110884274
"Demokratinė darbo ir vienybės partija","Audrius JASIONIS","Dalius MICKUS",0.366663474297502
"Krikščionių partija","Algirdas MONKEVIČIUS","Arvydas ŠALTENIS",0.366515967893229
"Lietuvos lenkų rinkimų akcija","Galina ZACIŠKO","Miroslav BOGDANOVIČ",0.366003153766256
"Lietuvos lenkų rinkimų akcija","Henrich KASPEROVIČ","Tadeuš ALIANCEVIČ",0.365803638636308
"Liberalų ir centro sąjunga","Saulius BUDINAS","Vidmantas PLEČKAITIS",0.364742688828948
"Lietuvos socialdemokratų partija","Algirdas BUTKEVIČIUS (V)","Vilija BLINKEVIČIŪTĖ",0.364630212621508
"Demokratinė darbo ir vienybės partija","Diana ASTRAUSKIENĖ","Renata MACIENĖ",0.363984943468141
"Darbo partija","Danguolė MARTINKIENĖ","Mindaugas KIESAS",0.363713090863003
"Emigrantų partija","Gediminas NAUČIUS","Redas KIMANTAS",0.362761736426246
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Algis RUDYS","Jadvyga DUNAUSKAITĖ",0.361975309609767
"Lietuvos valstiečių ir žaliųjų sąjunga","Vaidotas BUTKEVIČIUS","Vytautas ZURBA",0.361478133453064
"Lietuvos Respublikos liberalų sąjūdis","Ala DEKAN","Aušra JAKUBĖLIENĖ",0.361412774497974
"Lietuvos lenkų rinkimų akcija","Regina TAMOŠIŪNIENĖ","Vytautas MAKNEVIČIUS",0.359807896605922
"Lietuvos Respublikos liberalų sąjūdis","Artūras KILTINAVIČIUS","Arūnas MALIAUKA",0.359644650149458
"Darbo partija","Jonas PINSKUS","Sergej URSUL",0.359140048705593
"Lietuvos valstiečių ir žaliųjų sąjunga","Juozas SAUSPREŠKIS","Vytautas KAZLAUSKAS",0.358953143281309
"Partija Tvarka ir teisingumas","Daiva JUKNEVIČIENĖ","Vincas PLIKAITIS",0.358714890770899
"Liberalų ir centro sąjunga","Antanas SIMONČIKAS","Irena RIČKUVIENĖ",0.358700682973115
"Lietuvos valstiečių ir žaliųjų sąjunga","Arvydas SUODIS","Pranciškus ZARAMBA",0.357452472672977
"Lietuvos socialdemokratų partija","Elena ČEKIENĖ","Nikolajus GUSEVAS",0.357094506729702
"Lietuvos žmonių partija","Edita ZAGURSKIENĖ","Samanta REMEIKIENĖ",0.357085441944131
"Lietuvos Respublikos liberalų sąjūdis","Artūras KILTINAVIČIUS","Irena TURKEVIČIENĖ",0.356790856634599
"Lietuvos Respublikos liberalų sąjūdis","Audrius ENDZINAS","Gytis GRIGONIS",0.356518166527966
"Lietuvos Respublikos liberalų sąjūdis","Paulius KIZERSKIS","Romas SADAUSKAS",0.356398621765345
"Lietuvos Respublikos liberalų sąjūdis","Paulius KIZERSKIS","Rita JAGMINIENĖ",0.356393662152653
"""Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)""","Šarūnas LAUŽADIS","Tatjana ŠČIURINA",0.35637185914412
"Lietuvos lenkų rinkimų akcija","Ivona ČERNIAVSKA","Zinaida MUCHARSKAJA",0.356058167081228
"Lietuvos socialdemokratų partija","Domas PETRULIS","Jūratė JANUŠKIENĖ",0.355079382684955
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Evaldas MACEIKA","Gintarė SKAISTĖ",0.354979845600619
"Tėvynės sąjunga - Lietuvos krikščionys demokratai","Jonas JURGELIŪNAS","Liudvikas SABUTIS",0.354612443386962
"„Drąsos kelias“ politinė partija","Gintaras DRUČKUS","Tatjana ŽGUNOVA",0.354551864688906
"Partija Tvarka ir teisingumas","Benjaminas KUJAVSKIS","Laima ALBINSKIENĖ",0.354364063804892
"Darbo partija","Viačeslav ŽDANOVIČ","Vytautas GRICIUS",0.354216426313647
"Politinė partija „Sąjunga Taip“","Jevgenij GAGARIN","Olga GORŠKOVA",0.353956971831755
"Lietuvos lenkų rinkimų akcija","Aleksandra KOVALEVSKA","Dalia PUGAČIAUSKIENĖ",0.353467828593857
"Lietuvos lenkų rinkimų akcija","Janas Stanislavas LEŠČINSKIS","Tadeušas PAVLOVSKIS",0.353467794230886
"„Drąsos kelias“ politinė partija","Gintaras DRUČKUS","Jurgis ZABILIUS",0.353238191698363
"Lietuvos lenkų rinkimų akcija","Beata PAŠKOVSKA","Miroslav BOGDANOVIČ",0.352329476620378
"Lietuvos Respublikos liberalų sąjūdis","Arūnas MALIAUKA","Vidmantas MARTIKONIS",0.351920407453178
"Partija Tvarka ir teisingumas","Daiva MATONIENĖ","Vidmantas JAPERTAS",0.351363251328419
"Politinė partija „Sąjunga Taip“","Darius MASKOLIŪNAS","Židrūnas GARŠVA",0.350190734563205
"Liberalų ir centro sąjunga","Danutė IVANAUSKIENĖ","Žydrūnas GRENCEVIČIUS",0.350146415889515
"Lietuvos socialdemokratų partija","Inesa KARSTEN","Žaneta KLEBANSKAJA",0.350131533996376
"Darbo partija","Sergej URSUL","Živilė PINSKUVIENĖ",0.35002599692809
"Lietuvos lenkų rinkimų akcija","Kristina MIKOLAJŪNIENĖ","Marijan BUINICKAS",0.349897050275477
"Darbo partija","Laimutė KAČERAUSKIENĖ","Romas VENCLOVAS",0.349347524003485
"Lietuvos socialdemokratų partija","Aldona VORIENĖ","Domas PETRULIS",0.34919869111267
"Darbo partija","Virginija BALTRAITIENĖ (V)","Vytautas GAPŠYS",0.349106145963536
"Lietuvos valstiečių ir žaliųjų sąjunga","Dalius JANKAUSKAS","Gaila MATULYTĖ",0.347856938160941
"Darbo partija","Manfredas ŽYMANTAS","Vytautas SEKONAS",0.346951764662011
"Lietuvos socialdemokratų partija","Faustas LATĖNAS","Nikolajus GUSEVAS",0.346575254990348
"Lietuvos lenkų rinkimų akcija","Dalia PUGAČIAUSKIENĖ","Regina TAMOŠIŪNIENĖ",0.346499152953289
"Darbo partija","Ivanas ROMANOVAS","Juozas GIRČYS",0.346470230826427
"Lietuvos lenkų rinkimų akcija","Francišek ŽEROMSKIJ","Tadeuš JARMOLOVIČ",0.345864327249424
"Lietuvos lenkų rinkimų akcija","Algis MORTŪNAS","Violeta DUDUTIENĖ",0.34560039151658
"Lietuvos lenkų rinkimų akcija","Margarita SLAUTO","Povilas ŠUMINAS",0.345250602066511
"Lietuvos lenkų rinkimų akcija","Andrius ŠARĖJUS","Teresa ANDRUŠKEVIČ",0.344864988133142
"Lietuvos socialdemokratų partija","Aldona VORIENĖ","Loreta KUBILIŪNIENĖ",0.344035550343046
